股票代码,预测收益率前25%,预测收益率不是前25%,实际收益率,,
2136,0,0.99,-0.174842944,,
2201,0,0.99,-0.038943517,,
2337,0,0.99,-0.16599509,,
2658,0,0.99,-0.242624403,,
300245,0,0.99,-0.041964794,,
300358,0,0.99,-0.176851432,,
600057,0,0.99,-0.148486317,,
600360,0,0.99,-0.040345625,,
589,1,1,-0.232913194,,
710,1,1,-0.169418391,,
767,1,1,-0.182074163,,
868,1,1,0.086732012,,
875,1,1,-0.306862076,,
893,1,1,-0.284002462,,
962,1,1,-0.286908371,,
2420,1,1,-0.288253733,,
2291,0.91,1,-0.319424959,,
691,0.79,1,-0.086856268,,
600355,0.76,1,-0.266258925,,
600130,0.75,1,0.05446363,,
2760,0.74,1,-0.119739421,,
300404,0.69,1,-0.090435358,,
670,0.61,1,-0.033763223,,
300312,0.55,1,-0.074093784,,
600156,0.45,1,-0.313467705,,
2660,0.39,1,-0.022004583,,
300220,0.32,1,-0.208835113,,
600726,0.29,1,-0.295804705,,
300264,0.25,1,-0.154349629,,
300157,0.13,1,-0.272594426,,
600313,0.12,1,-0.185051499,,
600744,0.07,1,-0.296804231,,
5,0,1,-0.205394818,,
10,0,1,-0.155961164,,
17,0,1,-0.270085244,,
20,0,1,-0.184857472,,
23,0,1,-0.277707705,,
37,0,1,-0.243386374,,
42,0,1,-0.062226974,,
55,0,1,-0.054998612,,
58,0,1,-0.16024105,,
61,0,1,-0.200278537,,
62,0,1,-0.176078315,,
68,0,1,-0.294912828,,
70,0,1,-0.1560144,,
151,0,1,-0.180281365,,
158,0,1,-0.226594484,,
401,0,1,-0.221349427,,
421,0,1,-0.206573151,,
422,0,1,-0.448179301,,
428,0,1,-0.207393013,,
517,0,1,-0.029876651,,
521,0,1,-0.241467595,,
524,0,1,-0.177280736,,
529,0,1,-0.214161174,,
530,0,1,-0.281737229,,
532,0,1,-0.086737636,,
536,0,1,-0.256742098,,
548,0,1,-0.200772418,,
550,0,1,-0.133328186,,
552,0,1,-0.082181999,,
554,0,1,-0.204384833,,
565,0,1,-0.291000253,,
567,0,1,-0.098783386,,
572,0,1,-0.204029296,,
573,0,1,-0.202728389,,
612,0,1,-0.255208829,,
617,0,1,-0.174618615,,
619,0,1,-0.213925433,,
622,0,1,-0.247023948,,
627,0,1,-0.167613429,,
628,0,1,-0.148555843,,
630,0,1,-0.099546659,,
637,0,1,-0.202989765,,
639,0,1,-0.197616551,,
665,0,1,-0.122085644,,
677,0,1,-0.229141179,,
683,0,1,-0.084528622,,
685,0,1,-0.092339445,,
686,0,1,-0.203451522,,
687,0,1,-0.226226652,,
700,0,1,-0.304925206,,
702,0,1,-0.243781773,,
712,0,1,-0.221880434,,
715,0,1,-0.177194327,,
721,0,1,-0.301657345,,
722,0,1,-0.266812192,,
727,0,1,-0.158934114,,
728,0,1,-0.276714108,,
733,0,1,-0.146328878,,
738,0,1,-0.211826721,,
751,0,1,-0.169762371,,
753,0,1,-0.222035348,,
777,0,1,-0.188943682,,
782,0,1,-0.265315036,,
783,0,1,-0.224722478,,
798,0,1,-0.106261782,,
809,0,1,-0.136374652,,
810,0,1,-0.283186402,,
815,0,1,-0.077829266,,
819,0,1,-0.310680896,,
822,0,1,-0.187260169,,
829,0,1,-0.153531174,,
833,0,1,-0.207772917,,
837,0,1,-0.235385775,,
850,0,1,-0.17293813,,
861,0,1,-0.202252047,,
863,0,1,-0.282797379,,
880,0,1,-0.148976643,,
882,0,1,-0.128400836,,
887,0,1,-0.125633933,,
897,0,1,-0.243964292,,
901,0,1,-0.26456613,,
909,0,1,-0.207894423,,
917,0,1,-0.282597715,,
919,0,1,-0.177884896,,
922,0,1,-0.079996914,,
925,0,1,-0.266722399,,
927,0,1,-0.196606829,,
928,0,1,-0.300178624,,
929,0,1,-0.287758005,,
936,0,1,0.017179166,,
948,0,1,-0.078518223,,
959,0,1,-0.27095595,,
961,0,1,0.163875721,,
969,0,1,-0.191610869,,
971,0,1,-0.29892556,,
972,0,1,-0.070522208,,
978,0,1,-0.18295109,,
980,0,1,-0.168653267,,
987,0,1,-0.166058579,,
2014,0,1,-0.060857176,,
2017,0,1,-0.252155656,,
2018,0,1,-0.32197037,,
2034,0,1,-0.022742925,,
2036,0,1,-0.155466117,,
2040,0,1,-0.278240526,,
2041,0,1,-0.17573034,,
2046,0,1,-0.158470844,,
2057,0,1,-0.190904594,,
2062,0,1,-0.182987337,,
2064,0,1,-0.067258955,,
2066,0,1,-0.291187241,,
2086,0,1,-0.126064116,,
2089,0,1,-0.134425047,,
2095,0,1,0.180079184,,
2099,0,1,-0.193149645,,
2104,0,1,-0.166015452,,
2105,0,1,-0.270291611,,
2114,0,1,-0.215761883,,
2117,0,1,-0.248090677,,
2123,0,1,-0.060899015,,
2125,0,1,-0.244703679,,
2131,0,1,-0.147326253,,
2137,0,1,0.099984277,,
2140,0,1,-0.24121012,,
2149,0,1,-0.22973043,,
2150,0,1,-0.271641174,,
2154,0,1,-0.167728175,,
2159,0,1,-0.234074896,,
2164,0,1,-0.195481996,,
2165,0,1,-0.18977156,,
2169,0,1,-0.243341297,,
2173,0,1,-0.147193985,,
2175,0,1,-0.354811871,,
2176,0,1,-0.143170882,,
2183,0,1,-0.16329693,,
2184,0,1,-0.004450626,,
2187,0,1,-0.155032919,,
2190,0,1,-0.154504279,,
2192,0,1,-0.183706077,,
2197,0,1,-0.16352898,,
2200,0,1,-0.429141585,,
2206,0,1,-0.202631297,,
2207,0,1,-0.105448641,,
2211,0,1,-0.323145732,,
2213,0,1,-0.365116617,,
2216,0,1,-0.098241316,,
2220,0,1,-0.129227303,,
2225,0,1,-0.25121562,,
2235,0,1,0.0036366,,
2238,0,1,-0.203753997,,
2243,0,1,-0.242725075,,
2245,0,1,-0.026987334,,
2249,0,1,-0.146155866,,
2250,0,1,-0.242449387,,
2255,0,1,-0.144740883,,
2261,0,1,-0.282810799,,
2266,0,1,-0.133591359,,
2267,0,1,-0.100671882,,
2270,0,1,-0.137291855,,
2277,0,1,-0.209130128,,
2278,0,1,0.25412629,,
2282,0,1,-0.307918612,,
2283,0,1,-0.200481644,,
2284,0,1,-0.275502493,,
2286,0,1,-0.110921207,,
2288,0,1,-0.222652426,,
2290,0,1,-0.225879064,,
2292,0,1,-0.168742341,,
2295,0,1,-0.275648577,,
2296,0,1,-0.269962126,,
2298,0,1,-0.200261342,,
2306,0,1,-0.045394447,,
2323,0,1,-0.277425283,,
2325,0,1,-0.251922255,,
2326,0,1,-0.32350963,,
2328,0,1,-0.186065364,,
2329,0,1,-0.291887544,,
2339,0,1,-0.248326903,,
2341,0,1,0.209380126,,
2342,0,1,-0.327248882,,
2348,0,1,-0.355776391,,
2351,0,1,-0.251145171,,
2355,0,1,-0.073413323,,
2364,0,1,-0.28023449,,
2367,0,1,-0.193026642,,
2374,0,1,-0.250369489,,
2377,0,1,-0.214550578,,
2386,0,1,-0.21870933,,
2387,0,1,-0.096723784,,
2388,0,1,-0.193147617,,
2394,0,1,-0.157867596,,
2400,0,1,-0.287375385,,
2401,0,1,-0.145953695,,
2417,0,1,-0.154299672,,
2425,0,1,-0.201781889,,
2429,0,1,-0.030656346,,
2434,0,1,-0.323312291,,
2435,0,1,-0.023658591,,
2441,0,1,-0.230197545,,
2443,0,1,-0.03299442,,
2452,0,1,-0.205446017,,
2458,0,1,-0.405195507,,
2462,0,1,-0.321301184,,
2469,0,1,-0.256122375,,
2474,0,1,-0.122235986,,
2478,0,1,-0.141508318,,
2480,0,1,-0.08840442,,
2481,0,1,-0.323978813,,
2482,0,1,-0.114172726,,
2484,0,1,-0.168109968,,
2485,0,1,0.009901287,,
2488,0,1,0.22693437,,
2495,0,1,-0.18694644,,
2500,0,1,-0.256908811,,
2506,0,1,0.0210265,,
2516,0,1,-0.04637037,,
2519,0,1,-0.145547608,,
2522,0,1,-0.277971289,,
2530,0,1,-0.21575739,,
2533,0,1,-0.213680489,,
2535,0,1,-0.184543793,,
2538,0,1,-0.131570419,,
2539,0,1,-0.257742731,,
2541,0,1,-0.18600762,,
2544,0,1,-0.248414638,,
2546,0,1,-0.219228393,,
2547,0,1,0.009090214,,
2549,0,1,-0.18579374,,
2552,0,1,-0.283448886,,
2554,0,1,-0.253077535,,
2558,0,1,-0.27222752,,
2560,0,1,-0.085675783,,
2561,0,1,-0.142784828,,
2564,0,1,-0.14651728,,
2574,0,1,-0.189864371,,
2577,0,1,-0.242296908,,
2578,0,1,-0.147417191,,
2579,0,1,-0.136975658,,
2582,0,1,-0.013264108,,
2585,0,1,-0.157339952,,
2588,0,1,-0.078572375,,
2598,0,1,-0.250345218,,
2605,0,1,-0.145889522,,
2611,0,1,-0.077954734,,
2612,0,1,-0.079621977,,
2613,0,1,-0.206739146,,
2623,0,1,-0.228531805,,
2629,0,1,-0.176609445,,
2632,0,1,-0.038213453,,
2634,0,1,-0.1737607,,
2637,0,1,-0.179921512,,
2639,0,1,-0.168852768,,
2641,0,1,-0.199473574,,
2642,0,1,-0.337499902,,
2652,0,1,-0.067538433,,
2655,0,1,0.112818756,,
2666,0,1,0.08365914,,
2667,0,1,-0.193905751,,
2673,0,1,-0.299769615,,
2674,0,1,-0.12554368,,
2679,0,1,0.057022589,,
2681,0,1,-0.214940249,,
2683,0,1,-0.041335333,,
2687,0,1,-0.096445885,,
2688,0,1,-0.159628587,,
2691,0,1,-0.085910773,,
2692,0,1,-0.15711503,,
2696,0,1,-0.01333559,,
2698,0,1,-0.045510728,,
2701,0,1,-0.113511551,,
2702,0,1,-0.257973742,,
2707,0,1,-0.043252036,,
2712,0,1,-0.080756282,,
2718,0,1,-0.164063836,,
2719,0,1,-0.074132245,,
2722,0,1,-0.288677491,,
2728,0,1,-0.102309021,,
2730,0,1,-0.228465971,,
2733,0,1,-0.21656609,,
2734,0,1,-0.08693459,,
2736,0,1,-0.189493352,,
2741,0,1,-0.014410071,,
2746,0,1,-0.261065968,,
2748,0,1,-0.311720927,,
2758,0,1,-0.244819562,,
2762,0,1,-0.241767484,,
2765,0,1,-0.166745184,,
2772,0,1,-0.195746535,,
2776,0,1,-0.212281395,,
2778,0,1,-0.202268975,,
2779,0,1,-0.168440267,,
2783,0,1,-0.213913171,,
2785,0,1,-0.340753693,,
2788,0,1,-0.140050434,,
2789,0,1,-0.205177805,,
2791,0,1,-0.20520288,,
2792,0,1,-0.174358383,,
2793,0,1,-0.204616148,,
2796,0,1,-0.274467819,,
2797,0,1,-0.182340309,,
2799,0,1,-0.022072671,,
2801,0,1,-0.183599104,,
2802,0,1,-0.276390289,,
2808,0,1,-0.252029503,,
2810,0,1,-0.16371837,,
2811,0,1,-0.312040724,,
2815,0,1,0.018181567,,
2816,0,1,-0.406914388,,
2820,0,1,-0.198386987,,
2825,0,1,-0.243799649,,
2827,0,1,-0.314080695,,
2828,0,1,-0.071300153,,
2829,0,1,-0.186559241,,
2830,0,1,-0.178579204,,
2846,0,1,-0.211298431,,
2848,0,1,-0.330447912,,
2849,0,1,-0.272307637,,
2858,0,1,-0.144808352,,
300007,0,1,-0.151337727,,
300010,0,1,0.008689273,,
300018,0,1,-0.193262378,,
300019,0,1,-0.04543884,,
300020,0,1,-0.123548793,,
300031,0,1,-0.211188745,,
300033,0,1,-0.095196758,,
300047,0,1,0.085112091,,
300057,0,1,-0.204191358,,
300063,0,1,-0.277136237,,
300066,0,1,-0.213000183,,
300068,0,1,-0.106976326,,
300077,0,1,-0.327427625,,
300080,0,1,-0.276000486,,
300081,0,1,-0.071384697,,
300084,0,1,-0.275299709,,
300093,0,1,-0.398307238,,
300095,0,1,-0.28288082,,
300103,0,1,-0.071428045,,
300106,0,1,-0.29280023,,
300107,0,1,0.531209848,,
300111,0,1,-0.174293905,,
300114,0,1,-0.167033681,,
300122,0,1,0.408546331,,
300123,0,1,-0.106575115,,
300125,0,1,-0.033192866,,
300131,0,1,-0.159881662,,
300132,0,1,0.039373967,,
300139,0,1,-0.259036104,,
300141,0,1,-0.235331103,,
300142,0,1,0.345005373,,
300148,0,1,-0.382001613,,
300154,0,1,-0.246539877,,
300155,0,1,-0.210749607,,
300161,0,1,-0.107270293,,
300165,0,1,-0.167469924,,
300167,0,1,-0.346143858,,
300171,0,1,-0.22744716,,
300175,0,1,-0.272420752,,
300178,0,1,0.00986277,,
300184,0,1,-0.131255946,,
300185,0,1,-0.151245496,,
300190,0,1,-0.207481537,,
300193,0,1,-0.137734757,,
300194,0,1,-0.168318376,,
300196,0,1,-0.168443309,,
300200,0,1,-0.247371585,,
300202,0,1,0.15144228,,
300208,0,1,-0.282699494,,
300211,0,1,-0.193902141,,
300214,0,1,-0.23990118,,
300215,0,1,-0.273785191,,
300224,0,1,-0.263736224,,
300226,0,1,0.610310846,,
300239,0,1,-0.142550455,,
300242,0,1,-0.23705121,,
300246,0,1,-0.252839757,,
300250,0,1,-0.123519645,,
300252,0,1,-0.271701566,,
300254,0,1,-0.248745191,,
300256,0,1,-0.21532053,,
300268,0,1,-0.462486633,,
300283,0,1,-0.247406709,,
300286,0,1,-0.156699639,,
300292,0,1,-0.151038729,,
300300,0,1,0.01046797,,
300304,0,1,-0.26590166,,
300305,0,1,-0.176140409,,
300307,0,1,-0.244871433,,
300310,0,1,-0.173299627,,
300318,0,1,-0.164591645,,
300321,0,1,-0.17055367,,
300322,0,1,-0.229486584,,
300332,0,1,-0.274440611,,
300334,0,1,-0.430598399,,
300343,0,1,-0.233941418,,
300344,0,1,-0.24053185,,
300348,0,1,0.087555337,,
300350,0,1,-0.318992097,,
300352,0,1,-0.095057196,,
300356,0,1,-0.240876045,,
300365,0,1,0.118468534,,
300368,0,1,-0.387260079,,
300374,0,1,-0.405044033,,
300380,0,1,-0.121715371,,
300381,0,1,-0.204665849,,
300386,0,1,-0.066758639,,
300387,0,1,-0.126303722,,
300389,0,1,0.103391741,,
300391,0,1,-0.235291641,,
300393,0,1,-0.189970561,,
300394,0,1,-0.217905743,,
300397,0,1,-0.317924855,,
300402,0,1,-0.338218571,,
300405,0,1,-0.250024851,,
300407,0,1,-0.271259949,,
300416,0,1,-0.039315109,,
300417,0,1,-0.169204692,,
300419,0,1,-0.273507456,,
300420,0,1,-0.182683304,,
300421,0,1,-0.293216603,,
300428,0,1,-0.173405575,,
300430,0,1,-0.112945918,,
300434,0,1,-0.099948596,,
300437,0,1,-0.097460955,,
300439,0,1,-0.016110065,,
300440,0,1,-0.326011863,,
300446,0,1,-0.249484572,,
300451,0,1,0.072664087,,
300452,0,1,-0.101766535,,
300453,0,1,-0.317267588,,
300460,0,1,-0.204889749,,
300469,0,1,-0.140831555,,
300473,0,1,-0.110299237,,
300478,0,1,-0.18175781,,
300487,0,1,0.688455271,,
300489,0,1,-0.247229308,,
300491,0,1,-0.42846943,,
300493,0,1,-0.074863055,,
300496,0,1,-0.067696672,,
300505,0,1,-0.285487603,,
300506,0,1,-0.149124173,,
300510,0,1,-0.074070443,,
300512,0,1,-0.108877574,,
300515,0,1,-0.237631003,,
300516,0,1,-0.268149176,,
300517,0,1,-0.198277333,,
300521,0,1,-0.299751833,,
300531,0,1,-0.151107489,,
300532,0,1,0.073364847,,
300533,0,1,-0.356601709,,
300534,0,1,-0.351372045,,
300537,0,1,-0.141531696,,
300538,0,1,-0.169859606,,
300539,0,1,-0.225776313,,
300540,0,1,-0.22609994,,
300543,0,1,-0.297487395,,
300545,0,1,-0.094182554,,
300549,0,1,-0.305782066,,
300550,0,1,-0.032067723,,
300551,0,1,-0.251465855,,
300552,0,1,-0.188398559,,
300559,0,1,0.221855099,,
300560,0,1,-0.332564553,,
300561,0,1,-0.04634999,,
300565,0,1,-0.098097928,,
300573,0,1,-0.268738791,,
300597,0,1,-0.005791512,,
300610,0,1,-0.216569382,,
300611,0,1,-0.274210817,,
300623,0,1,-0.092128367,,
300628,0,1,-0.099788856,,
600021,0,1,-0.252284492,,
600027,0,1,-0.161201854,,
600050,0,1,-0.233754889,,
600061,0,1,-0.198911196,,
600069,0,1,-0.156516107,,
600072,0,1,-0.276188678,,
600073,0,1,-0.199628716,,
600078,0,1,-0.253966151,,
600079,0,1,-0.151513497,,
600082,0,1,-0.094286744,,
600083,0,1,0.144499415,,
600090,0,1,-0.125534893,,
600091,0,1,-0.310701999,,
600094,0,1,-0.07622095,,
600096,0,1,-0.144147604,,
600097,0,1,-0.185068229,,
600103,0,1,-0.204424944,,
600108,0,1,-0.165098304,,
600113,0,1,-0.209809545,,
600117,0,1,-0.270083054,,
600119,0,1,-0.212527656,,
600120,0,1,-0.182465876,,
600122,0,1,-0.146087527,,
600135,0,1,-0.330065485,,
600137,0,1,-0.468575391,,
600155,0,1,-0.268212857,,
600158,0,1,-0.183269642,,
600191,0,1,-0.423172063,,
600193,0,1,-0.444897508,,
600200,0,1,-0.236115823,,
600202,0,1,-0.357859385,,
600210,0,1,-0.236096924,,
600213,0,1,-0.135911358,,
600218,0,1,-0.276465367,,
600225,0,1,-0.229440793,,
600228,0,1,-0.081921635,,
600229,0,1,-0.08016018,,
600234,0,1,-0.203407916,,
600262,0,1,-0.115582314,,
600268,0,1,-0.183769686,,
600272,0,1,-0.254716886,,
600275,0,1,-0.299131399,,
600278,0,1,-0.204400042,,
600280,0,1,0.033036924,,
600281,0,1,-0.247425099,,
600288,0,1,-0.233211371,,
600291,0,1,-0.307605882,,
600292,0,1,-0.267381386,,
600300,0,1,-0.205388546,,
600310,0,1,-0.162216067,,
600311,0,1,-0.166253218,,
600312,0,1,-0.282681734,,
600316,0,1,-0.253202142,,
600321,0,1,-0.274469054,,
600327,0,1,-0.134519447,,
600331,0,1,-0.215135358,,
600336,0,1,-0.218947135,,
600367,0,1,-0.170141204,,
600370,0,1,-0.205965342,,
600375,0,1,-0.251069865,,
600381,0,1,-0.155519449,,
600385,0,1,-0.16768246,,
600387,0,1,-0.204948607,,
600391,0,1,-0.29289471,,
600396,0,1,-0.265147913,,
600415,0,1,-0.22838234,,
600421,0,1,-0.474777748,,
600423,0,1,-0.097675152,,
600433,0,1,-0.233330537,,
600444,0,1,-0.169788531,,
600449,0,1,-0.075310226,,
600455,0,1,-0.170339381,,
600462,0,1,-0.181989553,,
600467,0,1,-0.17329378,,
600475,0,1,-0.290650773,,
600476,0,1,-0.28489914,,
600478,0,1,-0.299406157,,
600481,0,1,-0.18909707,,
600488,0,1,-0.128162895,,
600489,0,1,-0.131221311,,
600500,0,1,-0.239683959,,
600505,0,1,-0.245596393,,
600510,0,1,-0.140083036,,
600517,0,1,-0.253726496,,
600523,0,1,-0.189796162,,
600531,0,1,-0.165777029,,
600532,0,1,-0.306740699,,
600537,0,1,-0.135025897,,
600540,0,1,-0.180552694,,
600551,0,1,-0.190514292,,
600552,0,1,-0.170106998,,
600555,0,1,-0.122700774,,
600562,0,1,-0.135409732,,
600571,0,1,-0.240402103,,
600576,0,1,-0.328001012,,
600577,0,1,-0.035565167,,
600587,0,1,-0.146682499,,
600594,0,1,-0.231026316,,
600602,0,1,-0.04904048,,
600604,0,1,-0.194156129,,
600609,0,1,-0.166894261,,
600611,0,1,-0.106810684,,
600617,0,1,-0.190892243,,
600618,0,1,-0.138073079,,
600620,0,1,-0.310119442,,
600626,0,1,-0.289149326,,
600628,0,1,-0.18563115,,
600629,0,1,-0.264699584,,
600635,0,1,-0.132136688,,
600637,0,1,-0.15805244,,
600638,0,1,-0.147351281,,
600643,0,1,-0.177053278,,
600647,0,1,-0.294652644,,
600650,0,1,-0.197995768,,
600652,0,1,-0.280414762,,
600674,0,1,-0.050948326,,
600676,0,1,-0.197777417,,
600679,0,1,-0.297490813,,
600681,0,1,-0.146740742,,
600683,0,1,-0.181013169,,
600687,0,1,-0.15806797,,
600689,0,1,-0.220697803,,
600692,0,1,-0.278498296,,
600721,0,1,-0.279888472,,
600722,0,1,-0.307055795,,
600724,0,1,-0.246623009,,
600731,0,1,-0.149526933,,
600736,0,1,-0.097348376,,
600737,0,1,-0.184020876,,
600746,0,1,-0.301235307,,
600759,0,1,-0.24928429,,
600767,0,1,-0.187253792,,
600768,0,1,-0.190522279,,
600781,0,1,-0.134874915,,
600792,0,1,-0.238700383,,
600797,0,1,-0.131062525,,
600800,0,1,-0.282953974,,
600814,0,1,-0.235430268,,
600817,0,1,-0.318124695,,
600821,0,1,-0.263477075,,
600828,0,1,-0.068992778,,
600833,0,1,-0.253730972,,
600834,0,1,-0.221790758,,
600838,0,1,-0.250306195,,
600843,0,1,-0.228255523,,
600853,0,1,-0.185556454,,
600854,0,1,-0.260183163,,
600855,0,1,-0.28279848,,
600861,0,1,-0.250099709,,
600863,0,1,-0.117065411,,
600864,0,1,-0.243570079,,
600865,0,1,-0.248630575,,
600868,0,1,-0.079242477,,
600869,0,1,-0.208772637,,
600873,0,1,-0.169600702,,
600888,0,1,-0.141013083,,
600891,0,1,-0.212973876,,
600893,0,1,-0.130138674,,
600894,0,1,-0.242092903,,
600908,0,1,-0.252552195,,
600917,0,1,-0.074358712,,
600961,0,1,-0.187887779,,
600962,0,1,-0.243808406,,
600965,0,1,-0.154637563,,
600967,0,1,-0.049966668,,
600973,0,1,-0.167699639,,
600977,0,1,-0.043402564,,
600981,0,1,-0.223056264,,
600982,0,1,-0.184134869,,
600986,0,1,-0.122872808,,
600992,0,1,-0.304134706,,
600996,0,1,-0.190686541,,
600997,0,1,-0.161399025,,
601010,0,1,-0.119543426,,
601099,0,1,-0.2376247,,
601106,0,1,-0.088844335,,
601116,0,1,-0.200909526,,
601118,0,1,-0.079305627,,
601163,0,1,-0.256557353,,
601177,0,1,-0.117229495,,
601199,0,1,-0.19841177,,
601208,0,1,-0.200918047,,
601226,0,1,-0.209970599,,
601339,0,1,-0.079527414,,
601368,0,1,-0.158327984,,
601555,0,1,-0.257457371,,
601611,0,1,-0.169947789,,
601727,0,1,-0.215622431,,
601777,0,1,-0.223449886,,
601789,0,1,-0.195243923,,
601886,0,1,-0.147618873,,
601900,0,1,-0.123893612,,
601958,0,1,-0.141157274,,
601966,0,1,-0.088933727,,
603007,0,1,-0.204849062,,
603010,0,1,-0.139620445,,
603015,0,1,-0.205598156,,
603017,0,1,-0.192651127,,
603021,0,1,-0.166561213,,
603026,0,1,-0.296388897,,
603030,0,1,-0.080875019,,
603031,0,1,-0.236498655,,
603036,0,1,-0.315530725,,
603098,0,1,-0.221498334,,
603108,0,1,-0.112757659,,
603123,0,1,-0.158239987,,
603158,0,1,-0.081200665,,
603169,0,1,-0.297717118,,
603189,0,1,-0.183394637,,
603208,0,1,-0.265209087,,
603223,0,1,-0.221699534,,
603298,0,1,-0.249397672,,
603303,0,1,-0.299603121,,
603306,0,1,-0.18995411,,
603313,0,1,-0.213504213,,
603315,0,1,-0.225507702,,
603319,0,1,-0.210615488,,
603323,0,1,-0.237634949,,
603330,0,1,-0.245467336,,
603336,0,1,-0.057478086,,
603339,0,1,-0.180032862,,
603368,0,1,-0.09898548,,
603389,0,1,-0.278746973,,
603421,0,1,-0.241275356,,
603429,0,1,-0.057680169,,
603444,0,1,-0.280122005,,
603508,0,1,-0.25686524,,
603519,0,1,-0.204172098,,
603555,0,1,0.078299101,,
603569,0,1,-0.210249437,,
603577,0,1,-0.300595789,,
603586,0,1,-0.305812112,,
603600,0,1,-0.299732724,,
603633,0,1,-0.256681805,,
603637,0,1,-0.091013796,,
603663,0,1,-0.240498854,,
603667,0,1,-0.056579343,,
603701,0,1,-0.22324777,,
603703,0,1,-0.293984243,,
603716,0,1,0.025252593,,
603726,0,1,-0.231987418,,
603727,0,1,-0.285909603,,
603738,0,1,-0.12733395,,
603777,0,1,-0.255800972,,
603778,0,1,-0.349827217,,
603789,0,1,-0.160911872,,
603798,0,1,-0.313058136,,
603819,0,1,-0.314041105,,
603828,0,1,-0.220089552,,
603869,0,1,-0.185242803,,
603903,0,1,-0.219291625,,
603909,0,1,-0.081931775,,
603969,0,1,-0.242497207,,
603979,0,1,-0.218655277,,
603990,0,1,0.021912726,,
